,Product,Aisle Assigned,Cosine Similarity,aisle_origin,number of transactions that had item
697,Complete Dawn Fresh Scent ActionPacs,frozen juice,0.006270362755367783,missing,6
698,Picture & Frame Hanging Strips,frozen juice,0.006270362755367783,missing,6
699,Queso Stuffed Nachos,frozen appetizers sides,0.006269095247217503,missing,30
700,Lndbrg Wht Jasm Rice 8 Z,fruit vegetable snacks,0.006267589986531962,missing,116
701,L-Theanine  Vegetarian Capsules,vitamins supplements,0.00624828195865958,other,16
702,Purple Asparagus,vitamins supplements,0.006245233272477276,missing,41
703,Mighty Dinos Cheddar Organic Baked Crackers,baby food formula,0.006244233011080283,missing,14
704,Candles Birthday White,air fresheners candles,0.006243584111559231,other,39
705,Paper Towels 2x More Absorbent White,laundry,0.006238856671512895,missing,26
706,Organic Red Lentil Penne Pasta,packaged produce,0.00622970112230689,missing,57
707,Healing Baby Diaper Rash Cream,baby bath body care,0.006218862180418795,other,13
708,Slim Strawberry,eye ear care,0.006218862180418795,missing,3
709,Traditional Tartar Sauce,eye ear care,0.006218862180418795,missing,3
710,Cheddar & Sour Cream,eye ear care,0.006218862180418795,missing,3
711,Organic Classic Cottage Cheese,fresh vegetables,0.0062166011938049074,missing,116
712,Pop Tarts Frosted Watermelon Toaster Pastries,breakfast bars pastries,0.006211966525420804,missing,7
713,ZzzQuil Alcohol-Free Nighttime Liquid Sleep Aid,dog food care,0.006205915194452125,other,36
714,Peanut Butter Banana,dog food care,0.006205915194452125,missing,1
715,Garlic Bologna,cat food care,0.006199829383043035,missing,3
716,Zen Party Mix,chips pretzels,0.00619187886722677,other,70
717,Organic Dark Hot Chocolate,cocoa drink mixes,0.006172449977225031,missing,23
718,Baby Move Prune Concentrate with Prebiotics,baby accessories,0.006171722564026766,other,13
719,Original Dishwashing Liquid,cleaning products,0.006170007915633561,missing,19
720,Unsweetened Original Almond Milk,cereal,0.006152147153572463,missing,91
721,Beef Sirloin Tip Roast,marinades meat preparation,0.006147828592175394,other,29
722,Cara Cara Orange,fresh fruits,0.006141267011082668,missing,102
723,Taste Of Asia Sukiyaki Beef,instant foods,0.006135049146431028,missing,13
724,Romaine Lettuce Hearts,salad dressing toppings,0.006126103278453623,missing,69
725,Garlic Herb Spread,body lotions soap,0.00612609868031088,missing,3
726,Noodle Chicken,instant foods,0.006125440606240683,missing,71
727,Coconut Miracle Oil Body Lotion,muscles joints pain relief,0.006122480854314826,missing,6
728,SystemSupport Liver Cleanse Capsules,vitamins supplements,0.006122041027101531,other,6
729,Kids Fluoride Free Natural Watermelon Toothpaste,oral hygiene,0.006116328072039199,missing,12
730,Hand Sanitizer w/ Jelly Wrap Assorted Scents And Colors,plates bowls cups flatware,0.006103378705180058,other,12
731,Light Creamy Swiss Flavor Spreadable Cheese Wedges,packaged cheese,0.00610169994722186,missing,91
732,Creamy Chicken Noodle Soup,soup broth bouillon,0.006093163025799426,missing,17
733,Prosciutto & Cheese Tortelloni,cookies cakes,0.0060915600494992235,missing,24
734,Peeps Oreo Limited Edition With Marshmallow Peeps Flavored Creme Sandwich Cookies,body lotions soap,0.006085661943483917,missing,19
735,Greek Low Fat Strained Honey Blended Yogurt With Glazed Pecans,nuts seeds dried fruit,0.00606223301832208,missing,34
736,Riced Cauliflower & Broccoli,canned fruit applesauce,0.006059971716602409,missing,35
737,Simply 100 Crunch Blk Cherry,yogurt,0.006049484615378117,missing,31
738,Constellation Medley Tomato Pack,soup broth bouillon,0.006048599964077137,missing,54
739,"Steamfresh Fresh Frozen Vegetables Broccoli, Cauliflower & Carrots",cocoa drink mixes,0.0060424891069786706,missing,6
740,"Melatonin TR, Time Release, 1 mg, Tablets",soap,0.006039953557767656,other,18
741,Crystal Clear Decorative 60 Watt A Medium Base Ceiling Fan Light Bulb,more household,0.006026215315221244,other,27
742,Grapefruit Bergamot Foaming Handwash,skin care,0.006024205694954823,other,3
743,"Concentrated Butcher's Bone Broth, Chicken",packaged produce,0.006020107828637651,missing,40
744,"Cheese Pizza Sticks, Cheese",baking supplies decor,0.006018129842985369,missing,12
745,Light & Fit Strawberry Yogurt,canned fruit applesauce,0.006016893805134771,missing,60
746,Almond Dairy-Free Vanilla Yogurt Alternative,body lotions soap,0.0060157094822772175,missing,7
747,Active Insect Repellant Aerosol,body lotions soap,0.0060157094822772175,other,7
748,Dry Sweeping Pad Refills With Febreze Lavender Vanilla & Comfort Scent,cleaning products,0.006013779825952373,missing,5
749,Tropical Coconut Blend Frozen Fruit,cat food care,0.00600295898746327,missing,20
750,Men Motionsense Ultraclear Black & White 48H Antiperspirant,deodorants,0.005996307411601601,missing,2
751,Anti‑Perspirant Deodorant Caring Coconut,deodorants,0.005996307411601601,missing,8
752,Go Lean Chocolate Crunch Cereal,deodorants,0.005996307411601601,missing,8
753,Ultra Sensitive Condoms,plates bowls cups flatware,0.005993398909600538,other,7
754,Zero Lemon‑Lime Soda,oral hygiene,0.005992753150382731,missing,8
755,Bag,fresh fruits,0.005987751766652444,missing,83
756,Dried Pears,packaged produce,0.005985787935644191,missing,14
757,Premium No Pulp & Calcium Orange Juice,indian foods,0.0059836272613099355,missing,19
758,Natural Relief Baby Teething Tablets,baby food formula,0.005981357408575271,other,68
759,Delights Fudge Molten Lava Brownie Mix,doughs gelatins bake mixes,0.005980683682058239,missing,5
760,Flower Bouquet,spirits,0.005974981357672318,missing,11
761,Carrot & Celery Sticks,eye ear care,0.005974889518312441,missing,13
762,Black Elderberry Nighttime Syrup,cold flu allergy,0.005971736961513106,other,12
763,Lemon Lime Sparkling Soda,cold flu allergy,0.005971736961513106,missing,12
764,Seaweed Crisps Almond Sesame,white wines,0.005967978185567713,missing,10
765,"Steamfresh Fresh Frozen Vegetables Broccoli, Carrots, Sugar Snap Peas & Water Chestnuts Mixtures",frozen produce,0.00596625712817844,missing,23
766,Dry Marsala,red wines,0.005963613687709266,other,10
767,Deluxe Pizza,red wines,0.005963613687709266,missing,10
768,Moderate Absorbency for Women  Underwear Large,frozen dessert,0.005959829057866614,other,6
769,Toast Chee Real Cheddar Cheese Cracker Sandwiches,frozen pizza,0.005949254382052906,missing,10
770,Organic Gala Apple Bag,packaged vegetables fruits,0.0059432760261390735,missing,78
771,"Frosted Flakes, Marshmallow",cocoa drink mixes,0.00593360651114483,missing,14
772,Mixations Pineapple Pouch Apple,cocoa drink mixes,0.00593360651114483,missing,14
773,Go Big Strawberry/Mixed Berry Low Fat Yogurt,breakfast bars pastries,0.005930584753598471,missing,12
774,General Purpose Wire Hooks,more household,0.005917625964879325,missing,7
775,Complete Fresh Scent Dish Detergent Action Pacs,shave needs,0.005915399551262303,missing,3
776,Organic Bloody Mary Mix,spirits,0.005908219694025898,other,5
777,"PODS HE Turbo Laundry Detergent Pacs, Spring Meadow Scent, 42 count Laundry",laundry,0.005907349737636028,missing,29
778,Greek Yogurt Salted Caramel Crunch,packaged poultry,0.005905720637724006,missing,9
779,Honey Mustard Spread,first aid,0.005901785264970925,missing,3
780,Miconazole Nitrate Powder Spray Antifungal,first aid,0.005901785264970925,other,12
781,Organic Thai Hom Mali Jasmine Brown Rice,fresh vegetables,0.005890251436188837,missing,126
782,Coconut Lime Frozen Pop Dairy Free Gluten Free,ice cream ice,0.005878489459905771,other,21
783,Simply 100 Crunch Vanilla Coconut Macaron Yogurt Vanilla Non-Fat Greek Yogurt,yogurt,0.005876970162871219,missing,35
784,Nutrient Enhanced Berry Water Beverage Mix,energy sports drinks,0.005861424052686557,missing,6
785,Butternut Squash Cubes,fresh vegetables,0.0058585488445519925,missing,64
786,Disney Finding Dory,kosher foods,0.005855693229672665,missing,11
787,"Fireworks Gain Fireworks Laundry Scent Booster Beads, Moonlight Breeze, 13.2 Oz Fabric Enhancers",canned fruit applesauce,0.005854488881102524,missing,6
788,Simply Go-GURT Strawberry,canned fruit applesauce,0.005854488881102524,missing,6
789,Well Yes! Chicken Noodle Soup,beauty,0.005853561036083275,missing,20
790,Simply Good Vanilla Pudding Mix,frozen dessert,0.005852435954286666,missing,14
791,No Pulp Orange Juice With Calcium,frozen breakfast,0.005845457287451748,missing,25
792,Organic White Peach,fresh fruits,0.0058382375655099145,missing,78
793,Lentil And Rice (Creamy Coconut),frozen vegan vegetarian,0.005834463110249404,other,6
794,Matzo Ball Soup,prepared meals,0.005800114847245799,missing,41
795,Boneless Beef Top Round Steak,beers coolers,0.005797710356524485,other,4
796,Bloody Mary Cocktail Mix,beers coolers,0.005797710356524485,other,4
797,Korean Style Beef,beers coolers,0.005797710356524485,missing,9
798,Melatonin 2.5 Mg Sublingual Peppermint Tablets,first aid,0.005795438081165201,other,28
799,Dairy Free Unsweetened Almond Milk Beverage,ice cream ice,0.005792625273279408,missing,92
800,Liquid Kimchi Tangy Vegan Fermented & Probiotic Spicy Elixir,asian foods,0.005791794499121234,missing,31
801,Go & Grow Milk Based Powder,baby bath body care,0.005789445619098956,missing,15
802,Organic Rich Double Cream Plain Yogurt,baby bath body care,0.005789445619098956,missing,15
803,Apples & Cheddar w/Cranberries & Cashews,refrigerated pudding desserts,0.005779375353716901,missing,15
804,Sweets Organic Lollipops,fresh fruits,0.005771233553405528,other,110
805,Pork Roast Carnitas,salad dressing toppings,0.005770070164949968,missing,28
806,Extra Fancy Braeburn Apples,fresh fruits,0.005764797691554133,missing,80
807,Amazonas Honduras Coffee,specialty cheeses,0.005759607899240875,missing,25
808,Pina Colada Drink,fresh pasta,0.005740851428853351,missing,8
809,Organe Soda,ice cream toppings,0.005734355974877625,missing,3
810,Sparkling Water Grape Apple,water seltzer sparkling water,0.005730654554159867,missing,54
811,Water Based Personal Lubricant,hair care,0.005729215156323058,other,30
812,Original Raw Tigernuts,nuts seeds dried fruit,0.005722487227894105,other,57
813,"Storage Container, White lid",facial care,0.005720031979644187,missing,11
814,White Wine Chicken & Couscous,canned meat seafood,0.005713446249160378,missing,18
815,No Salt Added Diced Tomatoes,canned meat seafood,0.005713446249160377,missing,8
816,Her Pleasure Ecstasy Ultrasmooth Lubricant Latex Condoms,oral hygiene,0.005708572867236586,other,27
817,Sunflower Seeds,soft drinks,0.005698341237797354,other,128
818,Candigone Advanced Cleansing System,digestion,0.0056967856125686635,other,11
819,European Style Super Premium Unsalted Butter,cat food care,0.005694906930288628,missing,8
820,Tamari Roasted Pumpkin Seeds,fresh fruits,0.005690564757450136,other,97
821,Rose Wine,beers coolers,0.005685122738861025,other,26
822,Cherry Flavor Teething & Oral Pain Relief Gel,shave needs,0.00568333205497844,other,13
823,Ramen Noodle Soup Roast Beef Flavor,instant foods,0.005676054761412973,missing,27
824,for Men Underwear Maximum Absorbency S/M,energy sports drinks,0.005675299435278654,other,10
825,Cherry Garcia Non-Dairy Frozen Dessert,baking supplies decor,0.00567394722938145,missing,6
826,Double Stuf Chocolate/Chocolate Variety Pack Sandwich Cookies,body lotions soap,0.005671665291421915,missing,14
827,Organic Total Body Cleanse,vitamins supplements,0.005667908634522792,other,7
828,Rhodiola Rosea Vegetarian Liquid Phyto-Caps,vitamins supplements,0.005667908634522792,other,7
829,Simply 100 Crunch Mix Berry,yogurt,0.005659195285353723,missing,31
830,Early Pregnancy Test,shave needs,0.005657281503525247,other,82
831,"Hand Sanitizer, Advanced, Refreshing Gel",deodorants,0.005653372843763529,other,9
832,Tomato Basil Bisque Soup,soup broth bouillon,0.005637739089133023,missing,47
833,Raw Walnuts,asian foods,0.0056368838121827825,other,110
834,Wellness Herbal Kids Tincture,digestion,0.005633132378832008,other,20
835,Simply 100 Crunch Peach Cobbler A La Mode,packaged meat,0.005630643920017562,missing,34
836,"Tummy Ache Natural Relief Quick-Dissolving Tablets, Ages 2-12",cold flu allergy,0.005630207601264355,other,6
837,Children's Multi-Symptom Cold Relief Dye-Free Grape Flavored Syrup,cold flu allergy,0.005630207601264355,missing,6
838,Almond Dairy-Free Peach Yogurt Alternative,body lotions soap,0.005627180955262149,missing,8
839,Greek Style Honey Yogurt,instant foods,0.005617837276177436,other,49
840,"Tomatoes, Organic, Chopped",kosher foods,0.005606399432793871,missing,3
841,Mango Pineapple,kosher foods,0.005606399432793871,missing,12
842,Steamfresh Broccoli Florets,baby bath body care,0.005605606616635938,missing,4
843,3 in 1 Body Wash Shampoo & Conditioner,baby bath body care,0.005605606616635938,missing,4
844,Calming Tea Tree & Sea Buckthorn Shampoo,baby bath body care,0.005605606616635938,missing,4
845,Coconut Almond Protein Beverage,refrigerated,0.005594265213242635,missing,86
846,"Dark Chocolate, 57%, Organic, with Sea Salt, & Gingerbread",cocoa drink mixes,0.005594257867897547,missing,7
847,Exfoliating Hydro Gloves,soap,0.005591910405474028,other,21
848,Almond Dairy-Free Yogurt Alternative Strawberry,packaged seafood,0.005590228175596262,missing,14
849,Vanilla Draft Latte Cold Pressed Espresso,fresh fruits,0.005584401149618179,missing,78
850,Slow Kettle Thai Chicken with Rice,soup broth bouillon,0.005578703545152589,missing,12
851,Vegetable Hearty Garden Soup,soup broth bouillon,0.005578703545152589,missing,27
852,Fancy Diced Hot Chilies,canned jarred vegetables,0.005573147242456848,missing,23
853,Vitamin Code Kids Chewable Whole Food Multivitamin For Kids Cherry Berry,digestion,0.00556672771198488,other,32
854,Chicken Broccoli Fettuccine Alfredo,frozen meals,0.005565815878127692,missing,11
855,Prevent Original Ointment,baby accessories,0.005563115540634147,other,16
856,Pineaplle Jalapeño Yoghurt,indian foods,0.005560706744010878,missing,22
857,Cherubs Snacking Tomatoes,packaged cheese,0.005555376916341018,missing,97
858,Detox & Purify Dry Shampoo,deodorants,0.005551501926075885,missing,21
859,Spirited Prints Full Sheet Regular Roll Paper Towels with Thirst Pockets,cocoa drink mixes,0.005550380658158752,missing,16
860,Halloween Candy Mixed Minis,candy chocolate,0.005538238243818676,missing,21
861,Orange Pineapple Banana Juice,more household,0.005535432225914,missing,18
862,Butter Rum Individually Wrapped Hard Candy,more household,0.005535432225913999,missing,2
863,Turkey Meatball,more household,0.005535432225913999,missing,8
864,100% Natural Ginger Ale,soft drinks,0.00552820301511797,missing,34
865,Grilled Sesame Beef & Broccoli Meal,frozen meals,0.005525773517280933,missing,31
866,Kombucha A Bubbly Probiotic Tea California Grape,tea,0.005518122716271902,missing,26
867,Roasted Carrots,frozen dessert,0.005517729532981419,missing,7
868,Poly-Vi-Sol® Infants And Toddlers Multivitamin Supplement Drops,doughs gelatins bake mixes,0.0055161698667560155,other,18
869,Ultra Moisture Shea Butter Body Wash,air fresheners candles,0.005514184182209514,missing,8
870,Organic Gluten Free White Rice Flour,baking ingredients,0.0055131449497426155,missing,30
871,Cheesecake Salted Caramel Cups,breakfast bars pastries,0.005512573436150039,missing,5
872,Original Jerky,bakery desserts,0.0055118383624628035,missing,1
873,Shrimp Ring,bakery desserts,0.0055118383624628035,missing,16
874,Extra Clean Toothbrush,bakery desserts,0.0055118383624628035,missing,4
875,Blow Pop Artificially Flavored,plates bowls cups flatware,0.0055107033909646405,missing,23
876,Roasted Turkey & Vegetables,frozen meals,0.005503626039309813,missing,20
877,Jumbo Pull-ups Training Pants Disney Pixar Learning Designs 3T-4T,diapers wipes,0.005494215232982563,missing,6
878,Organic Probiotic Cashew Mango Smoothie,refrigerated,0.005480867054388194,missing,41
879,"Snacks Peas Please White Cheddar, Baked Organic Crunchy Pea Snack",fruit vegetable snacks,0.005479714377891024,missing,44
880,Banana Puffs Cereal Snack Cup,baby food formula,0.005479012695547512,missing,11
881,Layered Chewy Bars Double Chocolate Almond Naturally Flavored,breakfast bars pastries,0.005478439526307148,missing,9
882,Single Serve Blender with Travel Lid,facial care,0.005476513674544496,missing,12
883,Precision Ultra Fine Permanent Marker,body lotions soap,0.005459167400708218,missing,34
884,Loaded Baked Potato Bites,muscles joints pain relief,0.0054559434373393995,missing,17
885,Pink Lady (Cripps) Apple Bag,digestion,0.005454256972549534,missing,12
886,Lavendar Chamomile Hand Soap,paper goods,0.00545356750574313,other,6
887,Yellow Onion Bag,fresh vegetables,0.005436055852172138,missing,48
888,Organic Mixed Berry Thirst Quencher,hair care,0.005435210729741549,missing,12
889,Icelandic Style Skyr Strained Non-Fat Yogurt Pomegranate & Passion Fruit,yogurt,0.005432597557256573,missing,36
890,Natural Choice Uncured Pepperoni,frozen juice,0.005430293437092289,missing,8
891,Taste Of Asia Spicy Miso Chicken,frozen juice,0.005430293437092289,missing,8
892,Falafel With Tahini Sauce,grains rice dried goods,0.0054266319695627325,missing,21
893,Skyn Original Condoms,deodorants,0.0054238641305208255,other,22
894,Old El Paso Med Taco Sauce 16 Oz,spices seasonings,0.005423125619802307,other,13
895,Grill Mates Montreal Chicken Seasoning,spices seasonings,0.005423125619802307,missing,13
896,Portabello Mushroom,fresh herbs,0.005421220152427556,missing,29
897,Stimulations Ecstasy Ultrasmooth Lubricant Premium Latex Condoms,digestion,0.005400519140133315,other,34
898,Original Iced Matcha Unsweetened Tea,tea,0.005396646312144022,missing,37
899,California Madeira,spirits,0.005393442001857092,other,6
900,No Mess Toe Nail Clippers With Easy-Slide Clipping Catcher,skin care,0.005388213377744137,other,15
901,Vermont Cheddar Mac & Cheese,eye ear care,0.005385692630876961,missing,4
902,Protein Berry Greek Yogurt,energy granola bars,0.00538526083030663,missing,15
903,"Naturals Just Carrot, Corn & Pumpkin Stage 2",energy sports drinks,0.0053840617856843725,missing,4
904,Organic Crescent Rolls,diapers wipes,0.00538320954313355,missing,25
905,Whole Milk Pear Spinach & Mango Yogurt Pouch,yogurt,0.0053779972010710355,missing,32
906,Pure Leaf Unsweetened Green Tea,canned fruit applesauce,0.005377691423812048,missing,4
907,Summer Red Spritzer,specialty wines champagnes,0.005376227537086731,other,14
908,Organic Whole Wheat Couscous,tofu meat alternatives,0.0053738150125194,other,64
909,Wild Bird Food,cat food care,0.0053692097448444715,other,9
910,Arouses & Intensifies Personal Lubricant,cat food care,0.0053692097448444715,other,4
911,Cinnamon Pebbles Cereals,cat food care,0.0053692097448444715,missing,4
912,Drink Distinct All Natural Soda Pineapple Coconut & Nutmeg,cat food care,0.0053692097448444715,missing,1
913,Indoor Purna Bynd Gf,cat food care,0.0053692097448444715,missing,1
914,Peanut Butter Cups Stuffed with Pieces Candy,cat food care,0.0053692097448444715,missing,25
915,Pork Back Ribs,beers coolers,0.005367636780729853,other,42
916,Frozen Mexican Style Pulled Pork Bowl,deodorants,0.005363260394530797,missing,10
917,Sharp Shredded Cheddar Cheese,doughs gelatins bake mixes,0.005361213180131528,missing,14
918,Organic Lemon Sports Drink,hair care,0.0053522255400860344,missing,22
919,Whole Milk Strawberry Smoothies,fresh fruits,0.005346597967042423,missing,68
920,Upbeat Brew Coffee,vitamins supplements,0.005343755507489136,missing,14
921,Drysack Medium Sherry,beauty,0.005343545701993535,other,6
922,Olive with Red Bell Pepper Cream Cheese Spread,cold flu allergy,0.005341283915876541,missing,15
923,Trio Crispy Belgian Chocolate Coffee & Vanilla Ice Cream,kitchen supplies,0.005338517771987276,missing,4
924,Soothing Relief Diaper Rash Cream,kitchen supplies,0.005338517771987276,other,4
925,Organic Black Cherry and Chia Icelandic Yogurt,yogurt,0.005327100183451494,missing,26
926,Steamfresh Potatoes Salt & Vinegar,condiments,0.005326134655341998,missing,9
927,Pitted Green Olives,eggs,0.005323383393556722,other,77
928,Whole Milk Peach Yogurt Smoothies,yogurt,0.005322836797267571,missing,54
929,Plain Salt,cocoa drink mixes,0.0053166815705182535,other,31
930,Apple Fritters,buns rolls,0.005315249646847493,missing,41
931,Madagascar Vanilla Bean Pudding,refrigerated pudding desserts,0.005308695243233794,missing,10
932,Magnum Lubricated Large Size Latex Condoms,body lotions soap,0.0053053570832395465,other,36
933,Liquid Personal Lubricant,body lotions soap,0.0053053570832395465,other,9
934,Sensitivity Pack Lubricated Condoms,body lotions soap,0.0053053570832395465,other,4
935,Poppables Sea Salt Potato Snacks,muscles joints pain relief,0.005302223954020492,missing,2
936,"Natural Calm, Sweet Lemon Flavor",vitamins supplements,0.005301843052480503,other,8
937,Original Organic Chewy Banana Bites,fruit vegetable snacks,0.005299691672907445,missing,6
938,Late Harvest Berry Seltzer,frozen vegan vegetarian,0.005299414290514607,missing,55
939,Corn & Sea Salt,crackers,0.005291828857870113,missing,28
940,Hot Cocoa Marsh Creamer,cream,0.005290595693364137,missing,31
941,Organic Tapioca Flour,baking ingredients,0.005285576408577649,missing,47
942,Chocolate Peppermint Candy,packaged seafood,0.005270517668458958,missing,7
943,Transitional Trade Dark Cocoa,cereal,0.005270314941718752,missing,31
944,Oikos Triple Zero Peach Greek Yogurt,cookies cakes,0.005266401888700479,missing,19
945,Strawberry Guava,baking supplies decor,0.005253054390010125,missing,7
946,Coco Re'al Real Gourmet Cream of Coconut,baking supplies decor,0.005253054390010125,other,7
947,Simply Good Chocolate Pudding,baking supplies decor,0.005253054390010125,missing,7
948,"4.5\"" Street Taco Flour Tortilla",other creams cheeses,0.005249770755505158,missing,69
949,Mango Coldpuree Pouch,baby food formula,0.005245755278458313,missing,12
950,Chicken & Roasted Garlic Ravioli,doughs gelatins bake mixes,0.005245406584287871,missing,26
951,Antifungal Clotrimazole Cream,baby accessories,0.005244955631075563,other,18
952,Ultra Thin Condoms,indian foods,0.0052426845958398124,other,44
953,Organic Honey Lemon Manuka Drops,honeys syrups nectars,0.0052426035419898525,missing,9
954,Cold Brew Coffee Caffe Latte,coffee,0.005239129643230122,missing,13
955,Everyone Relax Essential Oils Blend,air fresheners candles,0.005231214436036497,other,20
956,Peppermint Foot Scrub,soap,0.005230753218704991,other,6
957,Fresh Air Fabric Softener,eye ear care,0.005224889313933265,other,17
958,Pro Advance HMO Non GMO Infant Formula Powder,eye ear care,0.005224889313933265,missing,17
959,ZeroMercury 357 Battery - 3 CT,more household,0.005218855551656446,other,9
960,Foot Balm,skin care,0.005217115169453765,other,4
961,Crossovers Olive Thyme Almond,skin care,0.005217115169453765,missing,4
962,Deep Sleep Herbal Medicine Softgels,skin care,0.005217115169453765,other,4
963,Well Yes! Italian Vegetables with Farro Soup,protein meal replacements,0.005215979532703382,missing,18
964,Pop Tarts Dunkin' Donuts Frosted Chocolate Mocha Toaster Pastries,mint gum,0.005215270136215449,missing,2
965,Extra Strength Instant Relief for Teething Pain Daytime & Nighttime,cold flu allergy,0.005212559363142743,other,7
966,Fresh Garden Mint Sauce,air fresheners candles,0.005198822703935926,other,9
967,Organic Artisan Corn Tortillas,canned meals beans,0.005198380900643232,missing,20
968,The World's Best Pencil #2,paper goods,0.005194955759347447,other,36
969,Stage 2 Just Pinapple Pear Avocado Baby Food,baby food formula,0.005191951237921384,missing,4
970,Popcorn Sea Salt,popcorn jerky,0.005191491248068654,missing,65
971,Rustic Harvest Chicken With Cheese & Nuts Small Snacking Plate,packaged meat,0.005191197194378781,missing,10
972,Caramel Custard Yogurt,kosher foods,0.005190517282233997,missing,14
973,Smokehouse Brussels,frozen meals,0.005188868391347772,missing,10
974,Gourmet Bloody Mary Mix,beers coolers,0.005185629788417316,other,5
975,Light and Fit Blueberry Greek Yogurt,energy sports drinks,0.00518081586883075,missing,12
976,Ashwagandha Anti-Stress And Energy Caplets,soap,0.005179217447418077,other,17
977,Sweet Chili Flavored Tortilla Chips,frozen appetizers sides,0.005176535030484266,missing,11
978,Easter Mixed Fruit Snacks,deodorants,0.00517278765738666,missing,43
979,Green Serrano Pepper,fresh herbs,0.005172354751103197,missing,28
980,Count Chocula Cereal,cold flu allergy,0.005171675913388844,missing,16
981,Drug Free Sleep Aid Tablets,juice nectars,0.0051683562135929235,other,52
982,Thintensity Ultrasmooth Lubricant Condoms,feminine care,0.005165941225731757,other,9
983,Relaxing Sleep,vitamins supplements,0.005162558286569987,other,15
984,Beef London Broil,soft drinks,0.005161680733021627,other,39
985,Baby Gouda Cheese,frozen dessert,0.005161363366325164,missing,2
986,Bursts Grape Soft Drink,frozen dessert,0.005161363366325164,missing,2
987,Strawberry Cheesecake Nonfat Yogurt,frozen dessert,0.005161363366325164,missing,8
988,Melatonin 2.5 Mg Peppermint Flavored Sublingual Tablets,vitamins supplements,0.005159049921715875,other,46
989,Seabreeze Salad,prepared meals,0.005157321777361897,other,21
990,Lacinato (Dinosaur) Kale,fresh vegetables,0.0051564644130226425,missing,74
991,Ultra Antibacterial Dish Liquid,body lotions soap,0.005146952384897759,missing,17
992,"Daffodils, 10\""",fresh vegetables,0.005145622420293751,other,105
993,Candida Cleanse Tablets,digestion,0.005142322788831713,other,6
994,Filberts,cream,0.005134980728047741,other,68
995,Antibacterial Hand Soap,hair care,0.005124365818904178,other,6
996,Essentials Bathroom 2 Ply Soft Giant Roll Tissue,frozen juice,0.005119729750934349,missing,9
997,Fiery Mix Chips,frozen juice,0.005119729750934349,missing,9
998,Organic Dill Bunch,fresh herbs,0.005111528015954085,missing,46
999,Fresh Linen Fabric Softener Dryer Sheets,first aid,0.005111095967145496,missing,4
1000,ZZZQuil Vanilla Cherry Nighttime Liquid Sleep Aid,facial care,0.005110992122429938,other,31
1001,Primadophilus For Children,oral hygiene,0.005110637058415759,other,11
1002,Season Tyme Leaves .5 Oz,spices seasonings,0.005096446101273062,other,23
1003,Digital Pregnancy Test,feminine care,0.005095653035935782,other,37
1004,Basic Dust Clean Living 300 Filtration Level Filter 16 x 20 x 1,cat food care,0.005093679608664011,missing,10
1005,Vanilla Raspberry Ice Fruit Custard,prepared soups salads,0.005091826731060302,missing,22
1006,Halloween Variety Bag,candy chocolate,0.005087196664246263,missing,14
1007,Delicious Blush,diapers wipes,0.005086654895171788,other,7
1008,Ultimate Clean for Dishes Dishwasher Sparkling Platinum,diapers wipes,0.005086654895171788,missing,7
1009,Mac and Cheese Chickpea Elbows Pasta with White Cheddar,pasta sauce,0.005080090659316624,missing,28
1010,Minestrone with Kale Soup,protein meal replacements,0.005076861674304678,missing,19
1011,Simply S&S Asian,frozen meals,0.0050761648215922,missing,8
1012,Keurig Colombian Medium Dark Coffee Pods,meat counter,0.005073891450546257,missing,9
1013,Orange & Ginger Flavored Finest Yoghurt,yogurt,0.005073761290317131,missing,31
1014,Peach Cream Cheese Spread,canned fruit applesauce,0.005070136097208318,missing,2
1015,Pears D'Anjou Kid Size Fruit,body lotions soap,0.0050613005348195805,other,89
1016,Coffeehouse Blend Ground Coffee,doughs gelatins bake mixes,0.005054600260076932,missing,7
1017,Seltzer Blueberry Lemonade,frozen breads doughs,0.005052245103976318,missing,1
1018,Sesame Stir Fry Kit,asian foods,0.005043027499864192,missing,23
1019,Pure & Clear Dishwashing Liquid,cleaning products,0.005042707684704885,missing,4
1020,Gluten-Free Cornbread Mix,doughs gelatins bake mixes,0.005040220144849777,missing,11
1021,Butternut Squash Zig Zags,packaged vegetables fruits,0.005035256874961201,missing,59
1022,Natural Bliss Coconut Milk Coffee Creamer,coffee,0.005034188741133225,missing,22
1023,Silhouette for Women S/M Briefs,body lotions soap,0.005033103655063346,other,10
1024,Complete Dawn Lemon ActionPacs Dishwasher Detergent,specialty wines champagnes,0.00502900036927951,missing,4
1025,Dark Chocolate Peanut Sea Salt,specialty wines champagnes,0.00502900036927951,missing,16
1026,Hard Seltzer Black Cherry,specialty wines champagnes,0.00502900036927951,missing,4
1027,Cloves,specialty wines champagnes,0.00502900036927951,other,4
1028,Large Soup,frozen dessert,0.0050237022015451474,missing,19
1029,Organic Jicama,fresh vegetables,0.005023448345015258,missing,38
1030,Family Favorites Broccoli & Cauliflower,marinades meat preparation,0.0050185274737411375,missing,17
1031,Organic Boldly Seasoned Ranch Corn Tortilla Chips,diapers wipes,0.005015509364821751,missing,45
1032,Light & Fit Greek Crunch Yogurt Peanut Butter Delight,doughs gelatins bake mixes,0.005014955724377237,missing,16
1033,Snacks,plates bowls cups flatware,0.005014437290735686,missing,10
1034,Parsley Italian Dark Green Flat,baby bath body care,0.005013806979968223,other,5
